"","participantId","task","id","rsp_time","status","data.select.x","data.select.y","pixel.select.x","pixel.select.y","param.mu","param.sigma","param.lambda","param.p","param.q","pixelToMM","dist_to_screen","data.ans.y","data.ans.x","va.resp.x","va.resp.y","va.ans.x","va.ans.y"
"20","5c8f2ac8d7ecab0018d529aa","task3","10",8.684,"completed",-1.34,0.50016774873965,245.81,212.433739247838,-1.93,0.64,0.62,3.74,34.77,3.83529411764706,663.935154559709,0.5,-1.34032403070034,4.40371589449481,4.44317434085484,4.40332640410143,4.44168565938908
"21","6740e1e09ca406ab781318cb","task3","1",34.413,"completed",1.38,0.494732965947815,391.33,214.580478450613,0.85,0.72,0.49,4.12,44.14,5.12941176470588,704.446770176702,0.5,1.39170802632083,5.40827442188095,3.09791153485281,5.41818444906299,3.1308762457979
"22","6740e1e09ca406ab781318cb","task3","2",27.743,"completed",0.15,0.488983207808491,325.525,216.851632915646,1.02,1.07,-0.55,3.07,35.79,5.12941176470588,704.446770176702,0.5,0.184331102787697,4.36674274005713,3.06192502020671,4.39582401217042,3.1308762457979
"23","6740e1e09ca406ab781318cb","task3","3",16.247,"completed",-0.2,0.490360435551603,306.8,216.307627957117,0.3,0.56,-0.6,3.28,41.46,5.12941176470588,704.446770176702,0.5,-0.184069064954814,4.07023244694114,3.07054485134232,4.08372990790374,3.1308762457979
"24","6740e1e09ca406ab781318cb","task3","4",24.004,"completed",-1.13,0.493123326030377,257.045,215.216286218001,-1.96,1.49,0.44,2.56,7,5.12941176470588,704.446770176702,0.5,-1.10245359735599,3.28210788670275,3.0878372018768,3.3054568012305,3.1308762457979
"25","6740e1e09ca406ab781318cb","task3","5",17.583,"completed",-1.62,0.500142229757355,230.83,212.443819245845,-0.98,0.65,-0.64,4.44,37.19,5.12941176470588,704.446770176702,0.5,-1.62028701876538,2.86672976043247,3.13176640999021,2.86648642847301,3.1308762457979
"26","6740e1e09ca406ab781318cb","task3","6",18.888,"completed",-0.75,0.499164354186604,277.375,212.830080096291,-0.84,1.05,0.06,3.17,17.53,5.12941176470588,704.446770176702,0.5,-0.747421076569203,3.60417903846055,3.12564623570989,3.60636463079023,3.1308762457979
"27","6740e1e09ca406ab781318cb","task3","7",11.623,"completed",0.71,0.49447174431523,355.485,214.683660995484,1.06,0.63,-0.38,2.9,49.1,5.12941176470588,704.446770176702,0.5,0.72002908465975,4.84103590550409,3.09627661735084,4.8495285956195,3.1308762457979
"28","6740e1e09ca406ab781318cb","task3","8",13.379,"completed",0.37,0.49286666807691,337.295,215.317666109621,0.48,1.3,-0.04,4.13,17.14,5.12941176470588,704.446770176702,0.5,0.39891895450776,4.55309095137982,3.08623083962986,4.57758461483077,3.1308762457979
"29","6740e1e09ca406ab781318cb","task3","9",14.652,"completed",-1.51,0.499855078495552,236.715,212.557243994257,-1.75,0.75,0.22,3.16,13.35,5.12941176470588,704.446770176702,0.5,-1.50968259511231,2.9599848586646,3.12996923455322,2.96025394054074,3.1308762457979
"30","6740e1e09ca406ab781318cb","task3","10",21.681,"completed",0.84,0.490673233201332,362.44,216.184072885474,0.01,0.79,0.7,4.61,37.43,5.12941176470588,704.446770176702,0.5,0.862925784333404,4.95111654010132,3.07250259309421,4.97052855817368,3.1308762457979
"31","67e557aa25a43e8dde6c806c","task3","1",67.31,"completed",-0.35,0.4852812826652,298.775,218.313893347246,0.17,0.55,-0.72,2.33,40.63,4.64705882352941,547.956608573329,0.5,-0.327898963130609,5.59319484619188,4.3110590333151,5.61973630129571,4.44168565938908
"32","67e557aa25a43e8dde6c806c","task3","2",30.601,"completed",-0.58,0.491656625032086,286.47,215.795633112326,-1.39,1.13,0.55,3.14,3.45,4.64705882352941,547.956608573329,0.5,-0.554022651305056,5.31694939509601,4.36764073079596,5.3481530939591,4.44168565938908
"33","67e557aa25a43e8dde6c806c","task3","3",28.024,"completed",-0.18,0.50371106584287,307.87,211.034128992066,0.34,0.83,-0.44,3.35,8.76,4.64705882352941,547.956608573329,0.5,-0.189018811401395,5.7973346384701,4.47461905732429,5.78650556212307,4.44168565938908
"34","67e557aa25a43e8dde6c806c","task3","4",38.44,"completed",0.32,0.507758596314114,334.62,209.435354455925,0.47,0.82,-0.15,2.53,16.26,4.64705882352941,547.956608573329,0.5,0.302641107427603,6.3975275643222,4.51053752592251,6.37669589111505,4.44168565938908
"35","67e557aa25a43e8dde6c806c","task3","5",16.188,"completed",-0.98,0.503287837752447,265.07,211.201304087783,-0.29,0.78,-0.57,4.81,48.62,4.64705882352941,547.956608573329,0.5,-0.988086269378758,4.83637706414082,4.4708632088872,4.82666015818208,4.44168565938908
"36","67e557aa25a43e8dde6c806c","task3","6",15.1,"completed",-0.29,0.499491922334247,301.985,212.700690677972,-0.83,0.56,0.71,2.88,25.12,4.64705882352941,547.956608573329,0.5,-0.289189942193311,5.66524830856688,4.43717672930338,5.66622106918391,4.44168565938908
"37","67e557aa25a43e8dde6c806c","task3","7",24.381,"completed",-1.16,0.496091858608535,255.44,214.043715849629,-1.39,0.85,0.18,4.31,39.1,4.64705882352941,547.956608573329,0.5,-1.14955753070893,4.62006295386073,4.40700254516755,4.63261305480465,4.44168565938908
"38","67e557aa25a43e8dde6c806c","task3","8",17.621,"completed",2.21,0.51330996159886,435.735,207.24256516845,1.67,0.55,0.61,4.59,10.63,4.64705882352941,547.956608573329,0.5,2.18725537003789,8.66281243310422,4.55979983491931,8.63558827752471,4.44168565938908
"39","67e557aa25a43e8dde6c806c","task3","9",17.904,"completed",-0.46,0.496781342073152,292.89,213.771369881105,-0.44,0.83,-0.01,3.31,6.72,4.64705882352941,547.956608573329,0.5,-0.45216743458349,5.46108537590601,4.41312148034186,5.4704927338229,4.44168565938908
